mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
4441-76263-0047_8629-261139-0034,4441.0,M,8629.0,M
3259-158083-0021_8238-274553-0052,3259.0,F,8238.0,F
6000-55211-0044_441-128988-0035,6000.0,F,441.0,F
6078-54013-0018_5867-48852-0107,6078.0,F,5867.0,F
5514-19192-0016_8063-274112-0005,5514.0,F,8063.0,M
4214-7146-0028_6880-216547-0011,4214.0,F,6880.0,M
7517-100437-0027_2092-145706-0032,7517.0,F,2092.0,F
6476-57446-0032_7190-90543-0018,6476.0,F,7190.0,M
5750-35690-0008_3168-173564-0002,5750.0,M,3168.0,M
8425-287387-0012_3699-47246-0005,8425.0,M,3699.0,M
2817-142371-0043_3240-131231-0062,2817.0,F,3240.0,M
4680-16042-0024_4088-158077-0050,4680.0,F,4088.0,F
6476-96661-0018_8425-291444-0016,6476.0,F,8425.0,M
625-132112-0008_5390-30102-0025,625.0,M,5390.0,M
4195-186238-0010_229-130880-0060,4195.0,F,229.0,M
32-4137-0025_6818-76332-0026,32.0,F,6818.0,F
5322-7680-0012_2514-149482-0074,5322.0,M,2514.0,M
6019-3185-0096_40-121026-0010,6019.0,M,40.0,F
7780-274562-0050_8465-246947-0022,7780.0,F,8465.0,F
3879-174923-0068_1841-159771-0003,3879.0,F,1841.0,F
6836-61803-0037_3240-131231-0013,6836.0,M,3240.0,M
5463-39174-0046_5808-54425-0003,5463.0,M,5808.0,M
1116-132851-0005_7859-102519-0006,1116.0,F,7859.0,F
211-122425-0015_5678-43302-0033,211.0,F,5678.0,M
6019-3185-0042_2007-149877-0011,6019.0,M,2007.0,F
5022-29411-0043_6272-70168-0012,5022.0,F,6272.0,F
60-121082-0036_1263-138246-0010,60.0,M,1263.0,F
6064-56168-0032_6818-76332-0002,6064.0,F,6818.0,F
198-209-0027_6415-111615-0015,198.0,F,6415.0,F
8014-280382-0000_405-130895-0007,8014.0,F,405.0,M
254-27760-0011_3440-171009-0043,254.0,M,3440.0,F
1088-129236-0002_5163-39921-0031,1088.0,F,5163.0,F
2416-152139-0058_2196-174172-0012,2416.0,F,2196.0,F
839-130898-0028_696-92939-0037,839.0,M,696.0,F
7635-105661-0021_3807-4955-0023,7635.0,F,3807.0,M
909-131041-0002_32-21631-0007,909.0,M,32.0,F
374-180298-0051_322-124147-0010,374.0,M,322.0,F
5049-25947-0028_211-122425-0036,5049.0,M,211.0,F
6437-66173-0022_6563-285357-0034,6437.0,M,6563.0,M
1455-134435-0027_26-496-0007,1455.0,M,26.0,M
32-21625-0013_2843-152918-0051,32.0,F,2843.0,M
2691-156745-0017_7780-274562-0025,2691.0,F,7780.0,F
5789-70653-0003_254-27760-0015,5789.0,F,254.0,M
7800-283492-0021_446-123502-0042,7800.0,F,446.0,M
8975-270782-0096_200-124140-0024,8975.0,F,200.0,F
7067-76047-0019_2436-2477-0032,7067.0,M,2436.0,M
201-122255-0025_8051-295385-0009,201.0,M,8051.0,F
118-121721-0020_1081-125237-0077,118.0,M,1081.0,M
8465-246943-0020_3699-19401-0017,8465.0,F,3699.0,M
8609-262281-0011_7264-92316-0012,8609.0,M,7264.0,M
4018-107338-0027_4788-294466-0005,4018.0,M,4788.0,M
1970-28415-0012_8123-275193-0018,1970.0,F,8123.0,F
4481-17499-0029_322-124147-0063,4481.0,F,322.0,F
89-218-0019_1624-142933-0011,89.0,F,1624.0,M
1624-168623-0017_5703-47198-0044,1624.0,M,5703.0,M
4195-186237-0030_7148-59157-0003,4195.0,F,7148.0,F
4267-78186-0013_1235-135887-0005,4267.0,M,1235.0,M
1743-142912-0014_6367-65536-0067,1743.0,M,6367.0,M
412-126975-0078_6078-54013-0021,412.0,M,6078.0,F
1081-125237-0035_8419-286676-0023,1081.0,M,8419.0,M
233-134440-0061_8014-112602-0031,233.0,M,8014.0,F
3982-178459-0029_2836-5354-0054,3982.0,F,2836.0,F
4137-11702-0050_1594-135914-0056,4137.0,F,1594.0,M
1594-135914-0010_730-360-0018,1594.0,M,730.0,F
3214-167606-0001_1069-133699-0037,3214.0,M,1069.0,F
6818-68772-0025_3982-182255-0033,6818.0,F,3982.0,F
1246-124550-0034_1355-39947-0063,1246.0,F,1355.0,M
3664-11714-0015_248-130697-0021,3664.0,M,248.0,F
2911-7601-0033_2952-410-0000,2911.0,M,2952.0,M
26-495-0023_2989-138035-0042,26.0,M,2989.0,F
4406-16882-0063_6181-216552-0047,4406.0,M,6181.0,M
7078-271888-0114_4481-17498-0027,7078.0,F,4481.0,F
4014-186175-0002_3664-178355-0036,4014.0,M,3664.0,M
412-126975-0081_8419-293469-0007,412.0,M,8419.0,M
7302-86815-0084_4853-29413-0000,7302.0,F,4853.0,F
1841-179183-0011_6836-61803-0014,1841.0,F,6836.0,M
19-198-0009_3526-176653-0031,19.0,F,3526.0,F
2416-152139-0008_3830-12530-0007,2416.0,F,3830.0,M
78-369-0047_696-92939-0035,78.0,M,696.0,F
7278-104730-0021_39-121914-0029,7278.0,M,39.0,F
625-132112-0021_332-128985-0054,625.0,M,332.0,M
3168-173565-0058_6209-34599-0030,3168.0,M,6209.0,M
1723-141149-0050_6019-3185-0101,1723.0,M,6019.0,M
6818-68772-0037_8975-270782-0002,6818.0,F,8975.0,F
1867-154071-0016_4481-17498-0036,1867.0,M,4481.0,F
3436-172171-0061_2911-7601-0013,3436.0,M,2911.0,M
150-132655-0001_4195-186236-0004,150.0,F,4195.0,F
198-129977-0019_40-121026-0032,198.0,F,40.0,F
8465-246947-0014_7078-271888-0084,8465.0,F,7078.0,F
1334-135589-0076_4297-13006-0016,1334.0,M,4297.0,F
5456-62043-0022_2416-152137-0035,5456.0,M,2416.0,F
6437-66172-0032_2002-139469-0078,6437.0,M,2002.0,M
1841-159771-0014_7278-246956-0026,1841.0,F,7278.0,M
7178-34645-0006_2182-150130-0019,7178.0,F,2182.0,F
39-121916-0017_4160-11550-0029,39.0,F,4160.0,F
5022-29411-0031_39-121914-0019,5022.0,F,39.0,F
7517-100437-0014_5867-48852-0087,7517.0,F,5867.0,F
118-47824-0064_5561-41616-0019,118.0,M,5561.0,F
887-123291-0024_696-92939-0006,887.0,F,696.0,F
1081-125237-0068_5463-39173-0053,1081.0,M,5463.0,M
1502-122615-0008_8095-274346-0036,1502.0,F,8095.0,M
7264-92310-0028_4362-15663-0088,7264.0,M,4362.0,F
1447-130551-0029_2007-132570-0007,1447.0,F,2007.0,F
3723-171631-0044_3112-9555-0029,3723.0,M,3112.0,F
2514-149482-0069_412-126975-0028,2514.0,M,412.0,M
8629-261140-0033_254-127705-0029,8629.0,M,254.0,M
2384-152900-0049_4051-10927-0006,2384.0,M,4051.0,F
1841-159771-0023_1263-138246-0005,1841.0,F,1263.0,F
1898-145720-0005_7794-295947-0023,1898.0,F,7794.0,F
6367-74004-0023_8465-246947-0010,6367.0,M,8465.0,F
4137-11702-0035_3436-172162-0034,4137.0,F,3436.0,M
7859-102519-0013_163-122947-0010,7859.0,F,163.0,M
1867-154071-0013_2989-138028-0063,1867.0,M,2989.0,F
5703-47212-0030_4481-17499-0004,5703.0,M,4481.0,F
5703-47212-0018_8629-261140-0041,5703.0,M,8629.0,M
5750-100289-0075_8419-293469-0020,5750.0,M,8419.0,M
6836-61803-0022_7278-91083-0013,6836.0,M,7278.0,M
3982-178459-0004_4830-25898-0033,3982.0,F,4830.0,M
7800-283492-0007_374-180298-0065,7800.0,F,374.0,M
1867-154071-0025_3436-172171-0046,1867.0,M,3436.0,M
6081-41998-0025_696-93314-0035,6081.0,M,696.0,F
696-92939-0021_3982-178459-0040,696.0,F,3982.0,F
3526-176653-0022_1926-143879-0037,3526.0,F,1926.0,F
6367-74004-0006_481-123720-0000,6367.0,M,481.0,M
1246-135815-0004_4859-22176-0001,1246.0,F,4859.0,M
1624-142933-0015_7635-105409-0003,1624.0,M,7635.0,F
39-121916-0024_87-121553-0045,39.0,F,87.0,F
2136-5143-0005_1263-139804-0022,2136.0,M,1263.0,F
322-124147-0044_4297-13006-0012,322.0,F,4297.0,F
40-222-0049_3830-12531-0000,40.0,F,3830.0,M
1235-135883-0027_298-126790-0001,1235.0,M,298.0,F
3526-176653-0038_1970-28415-0011,3526.0,F,1970.0,F
254-127705-0011_5652-19215-0051,254.0,M,5652.0,F
4680-16042-0026_1963-147036-0004,4680.0,F,1963.0,F
8108-280354-0004_3526-175658-0017,8108.0,M,3526.0,F
198-126831-0006_669-129061-0076,198.0,F,669.0,F
8468-286673-0025_118-124588-0020,8468.0,F,118.0,M
248-130644-0011_1235-135887-0024,248.0,F,1235.0,M
1502-122619-0054_5703-47198-0058,1502.0,F,5703.0,M
1624-142933-0019_3436-172171-0053,1624.0,M,3436.0,M
696-93314-0057_3214-167602-0004,696.0,F,3214.0,M
8226-274371-0037_254-12312-0015,8226.0,M,254.0,M
328-129766-0071_4406-16882-0038,328.0,F,4406.0,M
8238-283452-0028_5750-100289-0024,8238.0,F,5750.0,M
8609-262281-0028_233-134440-0019,8609.0,M,233.0,M
6078-54013-0014_302-123523-0025,6078.0,F,302.0,F
1081-125237-0053_1334-135589-0077,1081.0,M,1334.0,M
6367-65536-0026_4051-11217-0021,6367.0,M,4051.0,F
3526-175658-0018_26-495-0062,3526.0,F,26.0,M
8468-294887-0032_6385-34655-0010,8468.0,F,6385.0,F
2518-154826-0051_1841-159771-0021,2518.0,M,1841.0,F
1098-133695-0038_7190-90542-0049,1098.0,F,7190.0,M
1898-145720-0006_8238-274553-0067,1898.0,F,8238.0,F
2289-152257-0017_250-142286-0001,2289.0,M,250.0,F
298-126791-0038_60-121082-0035,298.0,F,60.0,M
2952-410-0032_403-128339-0006,2952.0,M,403.0,F
1594-135914-0102_6848-76049-0002,1594.0,M,6848.0,M
5703-47198-0052_7278-104730-0041,5703.0,M,7278.0,M
909-131045-0042_8465-246943-0005,909.0,M,8465.0,F
307-127539-0007_460-172359-0061,307.0,M,460.0,M
26-495-0070_196-122159-0012,26.0,M,196.0,M
5463-39174-0039_7190-90542-0036,5463.0,M,7190.0,M
8580-287364-0013_307-127539-0040,8580.0,M,307.0,M
163-122947-0058_5750-100289-0076,163.0,M,5750.0,M
8226-274369-0004_1553-140048-0038,8226.0,M,1553.0,F
1502-122615-0030_7800-283478-0015,1502.0,F,7800.0,F
5322-7680-0029_7264-92316-0037,5322.0,M,7264.0,M
8063-274117-0017_4195-186238-0005,8063.0,M,4195.0,F
6476-57446-0080_2843-152918-0022,6476.0,F,2843.0,M
6818-76332-0012_3830-12531-0015,6818.0,F,3830.0,M
8838-298546-0018_6454-93938-0018,8838.0,M,6454.0,M
233-155990-0009_201-122255-0012,233.0,M,201.0,M
6925-80680-0019_2007-132570-0006,6925.0,M,2007.0,F
2691-156745-0022_6367-65536-0010,2691.0,F,6367.0,M
696-92939-0004_625-132118-0045,696.0,F,625.0,M
1867-148436-0037_1594-135914-0107,1867.0,M,1594.0,M
8095-274346-0047_39-121915-0008,8095.0,M,39.0,F
7178-34644-0074_311-124404-0014,7178.0,F,311.0,M
3879-174923-0036_2391-145015-0036,3879.0,F,2391.0,F
2911-7601-0007_8975-270782-0034,2911.0,M,8975.0,F
6385-34655-0005_7078-271888-0029,6385.0,F,7078.0,F
6836-61804-0038_412-126975-0007,6836.0,M,412.0,M
887-123289-0026_3830-12535-0009,887.0,F,3830.0,M
4018-103416-0027_8098-278252-0003,4018.0,M,8098.0,M
163-122947-0008_4214-7146-0053,163.0,M,4214.0,F
6531-61334-0011_6019-3185-0011,6531.0,F,6019.0,M
8465-246943-0019_4051-10927-0013,8465.0,F,4051.0,F
2002-139469-0093_5463-39174-0048,2002.0,M,5463.0,M
328-129766-0065_150-126112-0017,328.0,F,150.0,F
8063-274117-0033_8975-270782-0095,8063.0,M,8975.0,F
6081-41998-0028_7264-92316-0022,6081.0,M,7264.0,M
4397-15666-0024_1737-142396-0011,4397.0,M,1737.0,F
3240-131232-0006_32-4137-0019,3240.0,M,32.0,F
87-121553-0020_8770-295465-0032,87.0,F,8770.0,M
8630-305213-0018_226-131532-0015,8630.0,M,226.0,F
200-124140-0027_426-122821-0018,200.0,F,426.0,F
1723-141149-0079_6848-252323-0004,1723.0,M,6848.0,M
2416-152137-0010_5339-14134-0009,2416.0,F,5339.0,F
328-129766-0061_2764-36616-0035,328.0,F,2764.0,F
27-123349-0043_87-121553-0101,27.0,M,87.0,F
3723-171115-0029_6019-3185-0064,3723.0,M,6019.0,M
374-180298-0044_302-123516-0006,374.0,M,302.0,F
6078-54013-0012_6848-252323-0003,6078.0,F,6848.0,M
103-1241-0012_5163-18515-0050,103.0,F,5163.0,F
6415-116629-0025_3112-9555-0028,6415.0,F,3112.0,F
5192-19397-0083_8226-274371-0019,5192.0,M,8226.0,M
89-218-0028_8123-275193-0009,89.0,F,8123.0,F
2384-152900-0014_831-130746-0037,2384.0,M,831.0,M
426-122819-0001_8630-305213-0017,426.0,F,8630.0,M
7226-86964-0016_2518-154825-0027,7226.0,M,2518.0,M
3983-5331-0029_1867-154075-0008,3983.0,F,1867.0,M
254-27760-0019_2514-149482-0023,254.0,M,2514.0,M
200-124139-0008_3830-12530-0030,200.0,F,3830.0,M
248-130644-0008_7447-91186-0025,248.0,F,7447.0,M
2196-170151-0006_289-121652-0035,2196.0,F,289.0,F
2911-7601-0050_307-127535-0022,2911.0,M,307.0,M
1098-133695-0052_2159-179154-0035,1098.0,F,2159.0,M
8063-274112-0016_4340-15220-0084,8063.0,M,4340.0,F
1898-145720-0008_8108-274318-0027,1898.0,F,8108.0,M
2911-15084-0008_7800-283493-0027,2911.0,M,7800.0,F
6147-34605-0009_200-124140-0021,6147.0,F,200.0,F
3235-11599-0000_103-1241-0009,3235.0,F,103.0,F
669-129061-0022_8051-118101-0016,669.0,F,8051.0,F
2416-152137-0012_3242-67153-0004,2416.0,F,3242.0,M
5393-19219-0007_1116-132851-0026,5393.0,F,1116.0,F
2691-156750-0016_7078-271888-0039,2691.0,F,7078.0,F
481-123720-0030_3723-171631-0021,481.0,M,3723.0,M
7635-105409-0030_4088-158077-0088,7635.0,F,4088.0,F
3214-167607-0011_6209-34600-0033,3214.0,M,6209.0,M
5678-43303-0025_2911-15045-0013,5678.0,M,2911.0,M
7859-102519-0015_7367-86737-0000,7859.0,F,7367.0,M
3664-178366-0025_2007-149877-0050,3664.0,M,2007.0,F
8108-274318-0025_4160-11550-0033,8108.0,M,4160.0,F
4340-15220-0004_2989-138035-0058,4340.0,F,2989.0,F
625-132112-0044_5703-47212-0007,625.0,M,5703.0,M
7780-274562-0007_6925-80680-0005,7780.0,F,6925.0,M
83-9960-0042_2416-152137-0004,83.0,F,2416.0,F
887-123290-0004_89-219-0027,887.0,F,89.0,F
27-123349-0047_5789-57158-0027,27.0,M,5789.0,F
587-54108-0028_7505-258964-0016,587.0,F,7505.0,M
2002-139469-0076_226-122538-0004,2002.0,M,226.0,F
5022-29411-0044_7059-77897-0023,5022.0,F,7059.0,F
7278-104730-0003_7402-59171-0017,7278.0,M,7402.0,M
8312-279791-0007_4830-25904-0035,8312.0,F,4830.0,M
7178-34644-0023_5561-41615-0027,7178.0,F,5561.0,F
5652-19215-0038_311-124404-0107,5652.0,F,311.0,M
60-121082-0084_6836-61803-0003,60.0,M,6836.0,M
441-128988-0006_4397-15678-0027,441.0,F,4397.0,M
4195-17507-0012_887-123289-0003,4195.0,F,887.0,F
7635-105661-0047_8108-274318-0016,7635.0,F,8108.0,M
2007-132570-0054_8580-287363-0018,2007.0,F,8580.0,M
4788-94904-0035_1737-142396-0016,4788.0,M,1737.0,F
1447-130550-0013_403-128339-0034,1447.0,F,403.0,F
60-121082-0037_3240-131232-0017,60.0,M,3240.0,M
6848-76049-0013_7517-100437-0018,6848.0,M,7517.0,F
89-219-0047_302-123523-0017,89.0,F,302.0,F
298-126790-0006_403-216-0002,298.0,F,403.0,F
8324-286682-0033_4160-11549-0006,8324.0,F,4160.0,F
1355-39947-0070_4397-15678-0002,1355.0,M,4397.0,M
1447-130552-0026_27-123349-0018,1447.0,F,27.0,M
2092-145706-0048_125-121124-0041,2092.0,F,125.0,F
2843-152918-0017_5778-54535-0039,2843.0,M,5778.0,F
1594-135914-0069_2843-152918-0031,1594.0,M,2843.0,M
4859-22176-0012_5022-29411-0050,4859.0,M,5022.0,F
87-121553-0078_1116-137572-0044,87.0,F,1116.0,F
1455-138263-0001_78-368-0002,1455.0,M,78.0,M
5322-7678-0032_2911-15045-0014,5322.0,M,2911.0,M
3526-176653-0040_87-121553-0066,3526.0,F,87.0,F
3723-171631-0039_8465-246940-0015,3723.0,M,8465.0,F
2182-150130-0015_1116-137572-0007,2182.0,F,1116.0,F
4788-91208-0002_669-129061-0009,4788.0,M,669.0,F
5456-24741-0020_2836-5355-0025,5456.0,M,2836.0,F
4640-19188-0011_89-219-0024,4640.0,F,89.0,F
6064-56168-0029_125-121124-0060,6064.0,F,125.0,F
446-123501-0056_26-495-0034,446.0,M,26.0,M
7148-59157-0020_1263-138246-0035,7148.0,F,1263.0,F
7800-283493-0023_1098-133695-0077,7800.0,F,1098.0,F
6415-100596-0016_2196-174172-0005,6415.0,F,2196.0,F
39-121916-0000_3983-5331-0015,39.0,F,3983.0,F
1737-142396-0013_8770-295462-0013,1737.0,F,8770.0,M
1841-159771-0039_5463-39174-0013,1841.0,F,5463.0,M
7264-92316-0031_3486-166446-0023,7264.0,M,3486.0,M
6415-111615-0003_3168-173564-0034,6415.0,F,3168.0,M
5561-41616-0024_7517-100442-0001,5561.0,F,7517.0,F
8975-270782-0035_8630-305212-0043,8975.0,F,8630.0,M
5339-14134-0029_4195-186237-0007,5339.0,F,4195.0,F
2514-149482-0095_4362-15663-0017,2514.0,M,4362.0,F
7859-102519-0029_5678-43303-0001,7859.0,F,5678.0,M
2989-138035-0017_8975-270782-0087,2989.0,F,8975.0,F
1553-140048-0036_2182-181183-0026,1553.0,F,2182.0,F
6147-34607-0019_4406-16883-0057,6147.0,F,4406.0,M
441-130108-0021_5463-39174-0042,441.0,F,5463.0,M
1723-141149-0063_6209-34600-0021,1723.0,M,6209.0,M
3259-158083-0061_5104-33407-0034,3259.0,F,5104.0,M
1069-133699-0016_4160-11550-0017,1069.0,F,4160.0,F
163-121908-0001_669-129074-0005,163.0,M,669.0,F
1963-142776-0003_4481-17499-0032,1963.0,F,4481.0,F
8797-294123-0078_4297-13006-0004,8797.0,M,4297.0,F
1246-124550-0014_6081-42010-0036,1246.0,F,6081.0,M
103-1240-0003_1235-135887-0017,103.0,F,1235.0,M
118-121721-0024_3830-12530-0044,118.0,M,3830.0,M
7511-102419-0054_4406-16882-0046,7511.0,F,4406.0,M
6836-61804-0027_6081-41997-0035,6836.0,M,6081.0,M
8468-294887-0034_8630-305212-0020,8468.0,F,8630.0,M
8770-295462-0017_481-123720-0080,8770.0,M,481.0,M
83-9960-0045_2002-139469-0007,83.0,F,2002.0,M
5456-62043-0032_2911-15084-0009,5456.0,M,2911.0,M
4788-294466-0013_1235-135883-0009,4788.0,M,1235.0,M
8629-261139-0044_19-198-0023,8629.0,M,19.0,F
8098-278278-0008_8108-274318-0022,8098.0,M,8108.0,M
7278-91083-0035_250-142286-0003,7278.0,M,250.0,F
7278-246956-0027_7190-90542-0021,7278.0,M,7190.0,M
4680-16041-0012_1841-179183-0030,4680.0,F,1841.0,F
4267-78186-0035_211-122425-0014,4267.0,M,211.0,F
4214-7146-0020_8088-284756-0063,4214.0,F,8088.0,M
1447-130552-0002_7059-77897-0007,1447.0,F,7059.0,F
3112-9555-0092_3723-171631-0005,3112.0,F,3723.0,M
2843-152918-0000_6848-76049-0027,2843.0,M,6848.0,M
5688-15787-0010_1502-122619-0074,5688.0,F,1502.0,F
8770-295462-0040_3664-11714-0016,8770.0,M,3664.0,M
27-123349-0053_2518-154825-0014,27.0,M,2518.0,M
446-123501-0006_1926-143879-0000,446.0,M,1926.0,F
87-121553-0042_5390-30096-0027,87.0,F,5390.0,M
8770-295465-0027_1183-128659-0003,8770.0,M,1183.0,F
289-121665-0016_7794-295955-0029,289.0,F,7794.0,F
7113-86041-0099_1334-135589-0057,7113.0,F,1334.0,M
4640-19188-0027_5393-19219-0051,4640.0,F,5393.0,F
4214-7146-0050_3486-166424-0073,4214.0,F,3486.0,M
322-124147-0030_441-130108-0038,322.0,F,441.0,F
1743-142912-0026_8419-286667-0011,1743.0,M,8419.0,M
211-122425-0012_831-130746-0042,211.0,F,831.0,M
7178-34644-0069_441-130108-0001,7178.0,F,441.0,F
7859-102519-0052_2416-152139-0025,7859.0,F,2416.0,F
730-358-0024_1926-147979-0008,730.0,F,1926.0,F
8975-270782-0041_2196-170151-0016,8975.0,F,2196.0,F
5561-41615-0004_8324-286683-0021,5561.0,F,8324.0,F
3807-4955-0033_1116-137572-0016,3807.0,M,1116.0,F
1841-150351-0003_5703-47198-0040,1841.0,F,5703.0,M
7447-91186-0024_3374-298026-0018,7447.0,M,3374.0,M
8088-284756-0030_233-134440-0005,8088.0,M,233.0,M
8051-119902-0000_6880-216547-0062,8051.0,F,6880.0,M
5561-39621-0020_8098-278252-0004,5561.0,F,8098.0,M
3168-173565-0022_39-121916-0005,3168.0,M,39.0,F
1447-17506-0030_4051-11218-0047,1447.0,F,4051.0,F
2007-149877-0047_2092-145706-0058,2007.0,F,2092.0,F
1069-133699-0010_2436-2481-0035,1069.0,F,2436.0,M
8014-280382-0007_26-495-0011,8014.0,F,26.0,M
332-128985-0001_8088-284756-0010,332.0,M,8088.0,M
8797-294123-0049_403-216-0015,8797.0,M,403.0,F
4406-16883-0051_8014-112602-0026,4406.0,M,8014.0,F
374-180299-0015_7794-295947-0016,374.0,M,7794.0,F
3830-12531-0022_8609-283227-0020,3830.0,M,8609.0,M
5456-62014-0015_5104-33406-0000,5456.0,M,5104.0,M
6367-65536-0032_6848-76049-0016,6367.0,M,6848.0,M
2289-152258-0021_5163-18515-0003,2289.0,M,5163.0,F
2952-408-0017_374-180298-0000,2952.0,M,374.0,M
5022-29405-0008_8975-270782-0001,5022.0,F,8975.0,F
302-123523-0020_2196-170151-0025,302.0,F,2196.0,F
1455-138263-0005_6818-68772-0034,1455.0,M,6818.0,F
5514-19192-0026_5022-29411-0040,5514.0,F,5022.0,F
8098-278252-0035_2007-132570-0038,8098.0,M,2007.0,F
8465-246942-0009_8123-275216-0013,8465.0,F,8123.0,F
7859-102519-0014_2910-131096-0060,7859.0,F,2910.0,F
7447-91187-0051_5022-29411-0056,7447.0,M,5022.0,F
3807-4955-0002_1553-140048-0048,3807.0,M,1553.0,F
6367-65536-0011_7059-77900-0036,6367.0,M,7059.0,F
250-142286-0009_1992-141719-0021,250.0,F,1992.0,F
5322-7679-0036_4340-15220-0002,5322.0,M,4340.0,F
6529-62554-0017_196-122150-0034,6529.0,M,196.0,M
412-126975-0083_7264-92310-0022,412.0,M,7264.0,M
2436-2477-0010_669-129074-0014,2436.0,M,669.0,F
7447-91187-0058_2910-131096-0049,7447.0,M,2910.0,F
32-4137-0002_6147-34606-0016,32.0,F,6147.0,F
2952-407-0006_150-126112-0012,2952.0,M,150.0,F
1594-135914-0070_5789-57195-0033,1594.0,M,5789.0,F
7780-274562-0056_6019-3185-0105,7780.0,F,6019.0,M
1723-141149-0076_2893-139310-0042,1723.0,M,2893.0,M
307-127540-0020_1235-135883-0030,307.0,M,1235.0,M
625-132118-0032_1723-141149-0090,625.0,M,1723.0,M
39-121914-0038_1743-142913-0004,39.0,F,1743.0,M
5022-29411-0069_1553-140047-0015,5022.0,F,1553.0,F
4406-16883-0040_87-121553-0028,4406.0,M,87.0,F
1743-142914-0012_4898-28461-0033,1743.0,M,4898.0,M
2002-139469-0035_3214-167602-0013,2002.0,M,3214.0,M
4640-19189-0004_7059-88364-0016,4640.0,F,7059.0,F
5390-30102-0006_1455-134435-0056,5390.0,M,1455.0,M
8797-294123-0094_3607-29116-0028,8797.0,M,3607.0,M
6818-76332-0056_5652-39938-0064,6818.0,F,5652.0,F
8014-112602-0006_412-126975-0085,8014.0,F,412.0,M
1088-134318-0006_3830-12531-0003,1088.0,F,3830.0,M
6209-34600-0010_118-124588-0005,6209.0,M,118.0,M
3235-28433-0011_198-126831-0045,3235.0,F,198.0,F
460-172359-0075_3214-167606-0012,460.0,M,3214.0,M
4137-11701-0001_3235-28452-0009,4137.0,F,3235.0,F
4160-11549-0003_8630-305212-0029,4160.0,F,8630.0,M
1624-168623-0024_6563-63821-0013,1624.0,M,6563.0,M
3607-135982-0045_118-47824-0004,3607.0,M,118.0,M
1502-122615-0026_887-123290-0031,1502.0,F,887.0,F
911-128684-0023_6019-3185-0045,911.0,M,6019.0,M
3879-173592-0003_8324-286681-0011,3879.0,F,8324.0,F
458-126290-0006_19-227-0037,458.0,M,19.0,F
8238-274553-0051_5163-18515-0045,8238.0,F,5163.0,F
2910-131096-0092_233-155990-0003,2910.0,F,233.0,M
4813-248638-0021_696-93314-0031,4813.0,M,696.0,F
211-122442-0074_8770-295462-0037,211.0,F,8770.0,M
4340-15220-0036_2911-7601-0001,4340.0,F,2911.0,M
211-122442-0082_89-219-0056,211.0,F,89.0,F
7190-90542-0027_4898-28461-0013,7190.0,M,4898.0,M
7302-86814-0001_6081-41998-0041,7302.0,F,6081.0,M
8095-274348-0004_150-126107-0032,8095.0,M,150.0,F
2092-145709-0013_4397-15668-0003,2092.0,F,4397.0,M
8975-270782-0008_1088-134315-0027,8975.0,F,1088.0,F
7059-88364-0006_2893-139322-0020,7059.0,F,2893.0,M
5322-7680-0027_4051-11218-0058,5322.0,M,4051.0,F
226-131533-0005_2518-154825-0051,226.0,F,2518.0,M
7447-91186-0033_3526-175658-0035,7447.0,M,3526.0,F
5688-15787-0012_2836-5354-0012,5688.0,F,2836.0,F
3242-8112-0003_8468-286673-0036,3242.0,M,8468.0,F
2007-132570-0037_6476-57446-0031,2007.0,F,6476.0,F
4830-25898-0008_1235-135884-0035,4830.0,M,1235.0,M
8063-274112-0034_2182-181173-0012,8063.0,M,2182.0,F
27-124992-0055_118-47824-0082,27.0,M,118.0,M
3664-11714-0031_2836-5355-0000,3664.0,M,2836.0,F
5463-39173-0020_4441-76250-0008,5463.0,M,4441.0,M
150-126107-0039_1116-137572-0053,150.0,F,1116.0,F
8123-275216-0025_322-124147-0064,8123.0,F,322.0,F
2289-152253-0002_1963-142776-0001,2289.0,M,1963.0,F
8108-274318-0037_2843-152918-0011,8108.0,M,2843.0,M
4859-29340-0041_302-123523-0010,4859.0,M,302.0,F
27-124992-0051_4898-28461-0015,27.0,M,4898.0,M
7148-82991-0032_405-130894-0011,7148.0,F,405.0,M
625-132112-0013_8425-292520-0019,625.0,M,8425.0,M
1088-129236-0015_7859-102521-0013,1088.0,F,7859.0,F
2514-149482-0035_302-123504-0013,2514.0,M,302.0,F
1447-130552-0025_6064-56165-0028,1447.0,F,6064.0,F
8063-274115-0027_1841-150351-0014,8063.0,M,1841.0,F
39-121915-0032_1743-142913-0025,39.0,F,1743.0,M
2817-142380-0025_3699-175950-0017,2817.0,F,3699.0,M
5192-19397-0078_4859-26870-0014,5192.0,M,4859.0,M
3607-135982-0020_4898-20016-0029,3607.0,M,4898.0,M
1040-133433-0037_7402-59171-0001,1040.0,M,7402.0,M
4160-11549-0025_7264-92310-0013,4160.0,F,7264.0,M
4397-15678-0035_1723-141149-0003,4397.0,M,1723.0,M
1069-133709-0011_4441-76250-0005,1069.0,F,4441.0,M
3857-182317-0024_412-126975-0022,3857.0,M,412.0,M
3723-171631-0037_1235-135884-0006,3723.0,M,1235.0,M
5750-100289-0053_5339-14133-0055,5750.0,M,5339.0,F
311-124404-0038_125-121124-0052,311.0,M,125.0,F
2289-152254-0018_311-124404-0034,2289.0,M,311.0,M
2514-149482-0088_6563-285357-0009,2514.0,M,6563.0,M
