mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
409-124990-0096_6637-69607-0071,409.0,M,6637.0,F
5093-48377-0004_7342-73961-0013,5093.0,F,7342.0,F
8329-279775-0068_589-146346-0042,8329.0,F,589.0,F
6373-65772-0048_6505-231837-0009,6373.0,F,6505.0,F
836-131106-0032_2388-153731-0024,836.0,M,2388.0,M
8684-293663-0058_1028-133395-0007,8684.0,F,1028.0,M
2397-162253-0030_8699-291107-0004,2397.0,M,8699.0,F
4335-15082-0044_2823-160953-0033,4335.0,M,2823.0,M
7258-91906-0031_8699-291107-0078,7258.0,M,8699.0,F
6082-56174-0026_4260-176853-0057,6082.0,F,4260.0,F
6927-86043-0008_850-131003-0048,6927.0,F,850.0,M
2628-109663-0017_8771-294523-0014,2628.0,M,8771.0,F
2815-160188-0009_8163-274549-0013,2815.0,M,8163.0,F
3070-166423-0003_3703-71531-0000,3070.0,M,3703.0,F
3967-29012-0045_3003-14274-0054,3967.0,F,3003.0,F
1731-142320-0078_5007-31609-0003,1731.0,F,5007.0,F
2815-160188-0017_2709-158074-0015,2815.0,M,2709.0,F
2110-161101-0033_2652-157644-0001,2110.0,M,2652.0,F
1641-130504-0018_1498-140041-0009,1641.0,F,1498.0,F
480-126292-0017_362-123047-0024,480.0,M,362.0,F
7061-85635-0020_7754-108640-0036,7061.0,M,7754.0,F
242-122627-0025_5337-37090-0028,242.0,F,5337.0,F
1987-144135-0021_2582-155973-0028,1987.0,M,2582.0,F
7128-84121-0042_1311-134170-0029,7128.0,M,1311.0,M
6119-48032-0075_7285-72200-0060,6119.0,M,7285.0,F
16-122828-0046_8545-287671-0023,16.0,F,8545.0,F
2401-144485-0090_329-862-0070,2401.0,F,329.0,M
2573-186232-0027_7498-99122-0022,2573.0,F,7498.0,F
3972-170212-0037_5868-54659-0028,3972.0,F,5868.0,M
2769-169619-0028_380-129066-0009,2769.0,M,380.0,F
2473-157861-0007_7475-232691-0024,2473.0,M,7475.0,M
2823-160964-0025_1958-144503-0002,2823.0,M,1958.0,M
5746-48361-0001_1413-121799-0131,5746.0,M,1413.0,M
8113-301693-0020_3549-173591-0017,8113.0,F,3549.0,F
1093-132891-0105_724-123285-0017,1093.0,F,724.0,M
2628-153958-0026_5656-44577-0066,2628.0,M,5656.0,M
4800-38660-0033_5513-39477-0045,4800.0,F,5513.0,M
3615-14674-0031_5333-5097-0003,3615.0,F,5333.0,M
6395-87997-0018_408-122806-0041,6395.0,M,408.0,F
210-129396-0118_7938-110127-0032,210.0,M,7938.0,M
100-121674-0027_4044-9010-0004,100.0,F,4044.0,F
1121-176698-0008_2039-141208-0045,1121.0,M,2039.0,M
2589-22581-0004_154-124003-0007,2589.0,M,154.0,M
8080-3961-0058_6492-68369-0031,8080.0,F,6492.0,M
5261-19371-0023_6406-88089-0027,5261.0,M,6406.0,F
1933-146437-0059_6519-69412-0032,1933.0,F,6519.0,F
2775-161226-0020_4595-45218-0005,2775.0,F,4595.0,M
1259-137770-0015_1316-132782-0019,1259.0,F,1316.0,M
6458-232057-0031_4719-25766-0053,6458.0,M,4719.0,M
4010-10822-0018_5660-101854-0025,4010.0,M,5660.0,F
724-123285-0002_3380-6175-0018,724.0,M,3380.0,F
2113-132484-0005_6981-70843-0054,2113.0,M,6981.0,M
2816-4136-0034_7085-2327-0001,2816.0,M,7085.0,M
6782-61316-0118_7128-84122-0049,6782.0,F,7128.0,M
175-123036-0005_8113-301694-0019,175.0,F,8113.0,F
597-133239-0022_3979-10701-0023,597.0,F,3979.0,F
6509-76574-0042_1903-132499-0074,6509.0,F,1903.0,M
369-125882-0017_3083-7943-0016,369.0,M,3083.0,F
949-162667-0004_1061-152224-0032,949.0,M,1061.0,F
1046-133225-0027_7339-86765-0054,1046.0,M,7339.0,M
3790-140725-0026_3654-171137-0004,3790.0,F,3654.0,M
476-134312-0027_1379-130530-0034,476.0,M,1379.0,M
288-131220-0008_2272-152267-0016,288.0,F,2272.0,M
5883-59268-0080_4071-39913-0044,5883.0,M,4071.0,F
2299-6525-0016_3790-140725-0039,2299.0,M,3790.0,F
3482-170453-0017_543-133212-0026,3482.0,F,543.0,M
2299-6525-0023_459-127521-0017,2299.0,M,459.0,M
948-132707-0001_7874-110243-0053,948.0,F,7874.0,M
17-362-0053_501-125128-0008,17.0,M,501.0,M
207-131203-0014_1933-146437-0004,207.0,M,1933.0,F
8421-283462-0073_3923-174992-0010,8421.0,F,3923.0,M
3274-163518-0028_1827-143625-0045,3274.0,M,1827.0,M
2256-137628-0034_5063-32451-0038,2256.0,F,5063.0,F
1112-128138-0040_8183-118128-0003,1112.0,M,8183.0,F
5712-48848-0033_2673-162129-0019,5712.0,F,2673.0,M
5975-54006-0038_6233-61742-0015,5975.0,M,6233.0,F
3119-163527-0041_5802-76044-0049,3119.0,F,5802.0,M
5062-294700-0013_210-129396-0011,5062.0,F,210.0,M
6120-56179-0042_7061-85640-0016,6120.0,F,7061.0,M
948-132705-0004_7991-102381-0025,948.0,F,7991.0,M
7258-91902-0006_7832-258250-0006,7258.0,M,7832.0,M
5583-38026-0045_781-126737-0018,5583.0,F,781.0,M
2628-153958-0012_7515-220979-0035,2628.0,M,7515.0,F
7720-105168-0049_1212-185485-0033,7720.0,M,1212.0,F
7959-109176-0007_54-121079-0048,7959.0,F,54.0,F
122-129752-0003_4226-185488-0014,122.0,M,4226.0,M
3866-173230-0034_1849-144965-0041,3866.0,M,1849.0,M
464-126794-0040_5712-48842-0016,464.0,M,5712.0,F
6308-68358-0034_6519-69412-0036,6308.0,F,6519.0,F
2348-143895-0049_6567-53342-0052,2348.0,F,6567.0,F
920-668-0020_1914-121449-0018,920.0,F,1914.0,M
5293-82020-0066_7258-91905-0005,5293.0,M,7258.0,M
216-122451-0064_783-126739-0083,216.0,M,783.0,F
5266-41151-0053_4967-28868-0024,5266.0,F,4967.0,F
8388-278289-0003_6673-72311-0060,8388.0,F,6673.0,F
409-124990-0073_8152-258993-0009,409.0,M,8152.0,M
699-132864-0032_5062-294700-0026,699.0,F,5062.0,F
1283-129808-0016_5239-32139-0007,1283.0,M,5239.0,M
8163-116797-0024_6509-76574-0037,8163.0,F,6509.0,F
7481-101276-0068_2499-156154-0044,7481.0,F,2499.0,M
439-122810-0051_2427-154736-0003,439.0,M,2427.0,M
5935-55927-0006_707-138866-0005,5935.0,M,707.0,M
5604-26956-0011_3448-5416-0013,5604.0,F,3448.0,M
6865-95969-0022_1271-136861-0028,6865.0,F,1271.0,M
3728-105386-0035_3092-39501-0017,3728.0,F,3092.0,F
6865-95959-0016_6317-54487-0095,6865.0,F,6317.0,F
2240-148521-0021_7434-75939-0013,2240.0,M,7434.0,F
3490-177638-0028_6075-57154-0034,3490.0,M,6075.0,M
829-123192-0038_6339-65554-0002,829.0,F,6339.0,F
3513-7741-0001_7085-75807-0033,3513.0,F,7085.0,M
2999-156968-0007_598-127704-0021,2999.0,M,598.0,F
6673-72311-0091_8705-290363-0072,6673.0,F,8705.0,M
2589-22574-0026_224-128660-0024,2589.0,M,224.0,F
6683-67218-0014_479-107480-0010,6683.0,F,479.0,F
5092-28462-0011_1509-145699-0018,5092.0,M,1509.0,F
4595-45218-0038_339-132718-0010,4595.0,M,339.0,F
6115-58778-0016_5293-82020-0001,6115.0,M,5293.0,M
6544-67863-0033_803-139753-0012,6544.0,F,803.0,M
7416-103126-0074_1472-285314-0041,7416.0,F,1472.0,F
4289-21393-0017_1093-132891-0030,4289.0,F,1093.0,F
5189-56574-0008_8771-294523-0032,5189.0,M,8771.0,F
4535-279852-0004_3483-174132-0023,4535.0,M,3483.0,M
5635-53458-0023_5319-42637-0029,5635.0,M,5319.0,M
2758-161217-0009_8494-244443-0031,2758.0,F,8494.0,M
5810-8689-0026_1705-142318-0019,5810.0,M,1705.0,F
1001-134708-0016_6965-291718-0009,1001.0,M,6965.0,M
4719-25766-0020_5261-19373-0055,4719.0,M,5261.0,M
3046-137739-0038_7140-72210-0007,3046.0,F,7140.0,F
4246-12544-0024_549-126410-0004,4246.0,M,549.0,F
7335-290365-0044_5157-47238-0005,7335.0,F,5157.0,M
335-125943-0002_6690-73075-0032,335.0,M,6690.0,M
115-122944-0019_70-121127-0039,115.0,F,70.0,M
7286-92935-0052_6690-73073-0033,7286.0,F,6690.0,M
227-126539-0052_7294-92934-0016,227.0,F,7294.0,F
2882-147159-0048_112-121671-0027,2882.0,F,112.0,F
1859-145703-0035_1641-130503-0019,1859.0,F,1641.0,F
6167-282391-0007_6673-72311-0078,6167.0,F,6673.0,F
4434-73957-0021_6690-73075-0018,4434.0,F,6690.0,M
8820-294120-0001_8028-233382-0061,8820.0,M,8028.0,M
258-130878-0012_1259-137770-0007,258.0,M,1259.0,F
688-15446-0032_359-133630-0045,688.0,F,359.0,M
4586-19665-0018_4278-13270-0026,4586.0,M,4278.0,M
868-131295-0030_2823-160964-0000,868.0,M,2823.0,M
6538-81858-0022_464-126832-0028,6538.0,M,464.0,M
459-127521-0002_4152-12926-0029,459.0,M,4152.0,M
5538-70919-0034_6694-70837-0001,5538.0,F,6694.0,M
8066-114256-0037_6167-73973-0040,8066.0,M,6167.0,F
1413-121799-0116_1241-121106-0008,1413.0,M,1241.0,F
8183-118128-0013_986-129388-0085,8183.0,F,986.0,M
8119-115686-0050_1535-141642-0006,8119.0,M,1535.0,M
4110-11528-0043_7717-105405-0008,4110.0,M,7717.0,F
6339-65534-0031_3025-12971-0011,6339.0,F,3025.0,F
159-135897-0008_3615-14672-0033,159.0,M,3615.0,F
7825-258970-0035_4289-21393-0036,7825.0,M,4289.0,F
4013-11734-0025_7828-105171-0031,4013.0,M,7828.0,M
1241-137614-0004_2473-155521-0033,1241.0,F,2473.0,M
548-126959-0047_5914-52088-0029,548.0,M,5914.0,M
8329-279775-0067_1668-136280-0022,8329.0,F,1668.0,F
5063-32451-0007_711-187464-0051,5063.0,F,711.0,M
1195-135814-0010_176-123270-0002,1195.0,F,176.0,M
4039-184266-0008_7962-110061-0037,4039.0,M,7962.0,F
3008-164327-0061_7498-99157-0019,3008.0,F,7498.0,F
6567-53342-0072_671-131030-0028,6567.0,F,671.0,M
126-125084-0018_7558-89894-0013,126.0,F,7558.0,M
1392-128226-0007_5401-39515-0043,1392.0,M,5401.0,M
4438-52195-0015_3180-138043-0055,4438.0,M,3180.0,M
7342-254918-0036_2137-131751-0004,7342.0,F,2137.0,M
5007-31603-0019_8190-284433-0030,5007.0,F,8190.0,F
2816-156159-0039_7525-92915-0036,2816.0,M,7525.0,F
6763-74797-0026_8494-244443-0046,6763.0,F,8494.0,M
7395-89880-0006_1874-143361-0009,7395.0,F,1874.0,M
380-129066-0003_4434-73957-0044,380.0,F,4434.0,F
1066-103481-0009_7982-110054-0024,1066.0,F,7982.0,F
5189-59288-0000_17-362-0020,5189.0,M,17.0,M
7061-88086-0049_3070-166423-0026,7061.0,M,3070.0,M
1001-134708-0002_23-124439-0051,1001.0,M,23.0,F
5684-46240-0031_5147-32136-0020,5684.0,F,5147.0,M
4363-14936-0043_17-362-0019,4363.0,F,17.0,M
1639-133290-0057_8228-232690-0003,1639.0,M,8228.0,F
8006-112592-0028_7276-90847-0015,8006.0,M,7276.0,F
806-124221-0028_1348-135826-0044,806.0,M,1348.0,F
4427-41933-0021_1472-142848-0015,4427.0,F,1472.0,F
3972-170212-0017_6080-58025-0008,3972.0,F,6080.0,M
5157-47238-0012_3008-164328-0038,5157.0,M,3008.0,F
2127-138047-0024_1851-148312-0000,2127.0,M,1851.0,F
8396-120281-0007_7285-72200-0073,8396.0,M,7285.0,F
3989-182402-0037_5206-19376-0021,3989.0,M,5206.0,M
6519-231834-0029_6098-57837-0026,6519.0,F,6098.0,M
5400-3587-0000_5147-32136-0011,5400.0,F,5147.0,M
1944-159230-0011_1348-135826-0041,1944.0,F,1348.0,F
6904-262291-0011_8545-273050-0013,6904.0,F,8545.0,F
667-107247-0002_7569-102232-0005,667.0,F,7569.0,M
815-130105-0000_5246-5084-0004,815.0,M,5246.0,M
4044-9010-0016_2269-88761-0032,4044.0,F,2269.0,F
1885-136863-0067_5740-97593-0004,1885.0,F,5740.0,F
6683-67218-0001_2085-147971-0034,6683.0,F,2085.0,F
5139-30106-0015_1914-121446-0026,5139.0,F,1914.0,M
3584-178748-0035_7229-80665-0039,3584.0,F,7229.0,F
3357-28375-0028_1417-1536-0040,3357.0,F,1417.0,F
2334-150915-0077_1463-134465-0004,2334.0,M,1463.0,F
1392-140654-0015_829-123190-0023,1392.0,M,829.0,F
4054-11077-0063_2688-144987-0042,4054.0,M,2688.0,M
7294-92934-0015_7241-90850-0030,7294.0,F,7241.0,M
7783-107486-0010_6686-216563-0031,7783.0,F,6686.0,M
548-126959-0007_8592-285135-0064,548.0,M,8592.0,M
7938-110128-0010_781-126737-0033,7938.0,M,781.0,M
7247-101864-0009_4246-12544-0007,7247.0,M,4246.0,M
1535-141642-0017_2573-178449-0026,1535.0,M,2573.0,F
1121-176698-0005_5940-54613-0024,1121.0,M,5940.0,M
986-129388-0040_4598-6176-0036,986.0,M,4598.0,F
2816-4136-0016_439-122809-0009,2816.0,M,439.0,M
3717-178149-0006_2532-157475-0012,3717.0,M,2532.0,F
2688-144986-0001_4744-4158-0005,2688.0,M,4744.0,F
3009-10328-0010_1914-121446-0043,3009.0,M,1914.0,M
1336-138115-0040_7241-90852-0018,1336.0,M,7241.0,M
8097-282406-0002_8118-114469-0006,8097.0,F,8118.0,F
1165-135220-0010_7139-75360-0034,1165.0,M,7139.0,M
4010-10822-0012_724-123285-0011,4010.0,M,724.0,M
1079-128632-0011_5717-100145-0013,1079.0,F,5717.0,M
834-130870-0012_7938-109180-0010,834.0,F,7938.0,M
240-160593-0020_5660-101883-0022,240.0,M,5660.0,F
1031-133220-0030_6690-73073-0049,1031.0,F,6690.0,M
1748-1560-0017_1264-129805-0010,1748.0,M,1264.0,M
439-122810-0050_7445-94523-0017,439.0,M,7445.0,F
3738-176682-0003_8635-295761-0035,3738.0,F,8635.0,M
7515-220979-0031_5940-54016-0025,7515.0,F,5940.0,M
7688-112187-0034_380-129066-0018,7688.0,M,380.0,F
4057-11254-0022_3171-68344-0010,4057.0,F,3171.0,M
3025-12971-0031_6099-67860-0034,3025.0,F,6099.0,F
6904-262305-0032_5655-46267-0002,6904.0,F,5655.0,F
6924-291609-0018_492-131899-0038,6924.0,F,492.0,M
8592-285135-0085_28-12332-0089,8592.0,M,28.0,F
4289-12723-0003_6924-291608-0018,4289.0,F,6924.0,F
7732-107517-0024_1425-139291-0024,7732.0,M,1425.0,F
4133-6541-0053_7752-110526-0002,4133.0,M,7752.0,F
6877-79973-0000_3994-11512-0022,6877.0,M,3994.0,F
337-123025-0009_7069-246904-0007,337.0,F,7069.0,M
1769-143485-0022_594-127731-0000,1769.0,M,594.0,M
1413-121799-0066_5157-47239-0039,1413.0,M,5157.0,M
4839-15307-0046_593-126932-0030,4839.0,F,593.0,M
7962-110061-0007_2334-150915-0061,7962.0,F,2334.0,M
4592-22179-0015_8758-291168-0004,4592.0,F,8758.0,M
3446-144019-0011_2388-153731-0021,3446.0,F,2388.0,M
8474-281188-0005_2494-156014-0014,8474.0,M,2494.0,M
6499-91098-0004_2581-155520-0012,6499.0,M,2581.0,F
4260-176854-0000_7525-92915-0005,4260.0,F,7525.0,F
7957-39967-0013_598-127703-0064,7957.0,M,598.0,F
576-129623-0107_1740-141148-0078,576.0,F,1740.0,F
2882-147159-0090_1079-128632-0022,2882.0,F,1079.0,F
1603-140931-0007_4495-10160-0037,1603.0,M,4495.0,M
64-76973-0016_6895-92806-0040,64.0,F,6895.0,F
38-121024-0052_3070-166420-0050,38.0,M,3070.0,M
3224-168199-0009_5513-39477-0008,3224.0,F,5513.0,M
4226-12707-0049_3008-164327-0035,4226.0,M,3008.0,F
1283-136983-0005_2204-131732-0098,1283.0,M,2204.0,F
666-11244-0002_3923-181420-0024,666.0,F,3923.0,M
7169-89735-0059_4278-187018-0014,7169.0,M,4278.0,M
5606-54667-0027_3686-171133-0018,5606.0,F,3686.0,M
8758-291168-0006_1731-142320-0060,8758.0,M,1731.0,F
3368-170951-0027_166-126302-0015,3368.0,M,166.0,F
7478-98645-0037_303-123507-0004,7478.0,M,303.0,M
1349-135891-0014_4535-279849-0014,1349.0,M,4535.0,M
3493-46712-0018_3180-138043-0012,3493.0,F,3180.0,M
2570-157243-0045_8684-293663-0077,2570.0,F,8684.0,F
5039-1189-0046_55-121068-0060,5039.0,F,55.0,M
7240-108066-0019_1961-145733-0003,7240.0,F,1961.0,F
501-125127-0055_434-132644-0015,501.0,M,434.0,F
1387-130989-0001_207-143321-0027,1387.0,M,207.0,M
8050-110238-0023_663-128990-0040,8050.0,M,663.0,M
8011-280922-0014_318-124164-0027,8011.0,M,318.0,F
5002-70998-0014_8080-3961-0024,5002.0,M,8080.0,F
2815-160188-0081_38-121024-0036,2815.0,M,38.0,M
8347-258283-0081_7384-84010-0068,8347.0,M,7384.0,F
5007-31609-0039_4133-6541-0044,5007.0,F,4133.0,M
3816-11258-0025_7867-110528-0015,3816.0,F,7867.0,M
8142-3966-0010_606-121661-0017,8142.0,M,606.0,M
583-139009-0070_3989-182389-0009,583.0,M,3989.0,M
1322-137589-0037_7981-112057-0005,1322.0,M,7981.0,M
7445-94526-0002_7297-92812-0028,7445.0,F,7297.0,F
7777-106366-0009_4433-16802-0053,7777.0,M,4433.0,M
8725-294554-0014_7145-87280-0002,8725.0,M,7145.0,F
1851-151817-0031_3615-14672-0011,1851.0,F,3615.0,F
7498-99122-0021_5190-87791-0064,7498.0,F,5190.0,M
3070-166420-0054_2531-156724-0004,3070.0,M,2531.0,M
1175-126221-0010_79-121541-0092,1175.0,M,79.0,F
5635-53458-0003_7874-110243-0028,5635.0,M,7874.0,M
2240-148522-0015_5968-71320-0027,2240.0,M,5968.0,F
5333-5083-0037_8410-278217-0032,5333.0,M,8410.0,F
1826-142752-0029_296-142727-0036,1826.0,M,296.0,M
5190-87791-0055_2577-157236-0066,5190.0,M,2577.0,F
7318-96168-0046_2481-163597-0009,7318.0,F,2481.0,F
6574-120583-0038_781-127518-0032,6574.0,M,781.0,M
7241-90850-0003_4257-6397-0026,7241.0,M,4257.0,M
6505-231837-0004_8573-286306-0097,6505.0,F,8573.0,F
2882-147159-0047_8183-282977-0027,2882.0,F,8183.0,F
8718-295446-0032_5401-39515-0011,8718.0,F,5401.0,M
6258-49755-0020_1914-121446-0024,6258.0,M,1914.0,M
1445-139397-0024_7881-109662-0018,1445.0,M,7881.0,M
3781-156977-0042_5489-10988-0004,3781.0,F,5489.0,F
5190-87766-0016_835-130876-0029,5190.0,M,835.0,M
7809-108638-0074_663-128990-0051,7809.0,M,663.0,M
2577-157236-0039_8008-271811-0015,2577.0,F,8008.0,M
7229-80665-0019_8152-258974-0042,7229.0,F,8152.0,M
1776-142744-0012_1027-125140-0008,1776.0,M,1027.0,M
830-130728-0014_54-121079-0041,830.0,F,54.0,F
6215-62347-0048_8855-283242-0045,6215.0,F,8855.0,M
7833-102238-0014_3905-172165-0025,7833.0,M,3905.0,F
8118-268287-0008_1018-135221-0001,8118.0,F,1018.0,M
7475-232691-0036_2229-152842-0020,7475.0,M,2229.0,M
288-130994-0028_2816-156159-0031,288.0,F,2816.0,M
6406-88089-0033_4290-14526-0024,6406.0,F,4290.0,M
7229-80656-0012_7285-72200-0011,7229.0,F,7285.0,F
5637-41166-0034_4243-14929-0033,5637.0,M,4243.0,M
6497-234106-0023_4152-5710-0051,6497.0,M,4152.0,M
5727-47030-0022_1121-176698-0024,5727.0,M,1121.0,M
2494-156015-0025_204-287139-0009,2494.0,M,204.0,M
8591-284444-0041_1241-121106-0022,8591.0,F,1241.0,F
5914-52088-0014_2533-149939-0059,5914.0,M,2533.0,M
3645-39840-0013_1806-143946-0026,3645.0,F,1806.0,M
6098-57837-0023_339-132717-0047,6098.0,M,339.0,F
4138-11079-0057_79-121541-0030,4138.0,F,79.0,F
3446-176270-0026_5123-29120-0042,3446.0,F,5123.0,M
8404-282926-0014_4110-11528-0011,8404.0,F,4110.0,M
7229-80665-0040_55-121068-0018,7229.0,F,55.0,M
6981-70843-0128_5809-58763-0023,6981.0,M,5809.0,F
318-124224-0031_7297-92812-0038,318.0,F,7297.0,F
2758-86040-0006_3389-130127-0030,2758.0,F,3389.0,M
4257-6397-0041_6458-232057-0019,4257.0,M,6458.0,M
636-123163-0012_2368-157066-0002,636.0,F,2368.0,M
122-121730-0000_4734-220951-0050,122.0,M,4734.0,M
3994-149798-0015_6686-216563-0023,3994.0,F,6686.0,M
3490-177641-0025_8080-3961-0038,3490.0,M,8080.0,F
1638-84448-0042_2149-36146-0033,1638.0,M,2149.0,M
3717-21498-0024_781-127518-0051,3717.0,M,781.0,M
3370-724-0001_3945-890-0003,3370.0,M,3945.0,M
4854-24731-0060_3025-12971-0067,4854.0,M,3025.0,F
534-123059-0027_288-131220-0015,534.0,F,288.0,F
3638-758-0023_1903-132499-0081,3638.0,F,1903.0,M
217-122443-0082_1752-16632-0015,217.0,F,1752.0,F
5190-87791-0027_216-122451-0012,5190.0,M,216.0,M
7313-91072-0028_6574-120583-0023,7313.0,M,6574.0,M
7733-106800-0036_6188-73024-0002,7733.0,F,6188.0,F
7939-120325-0001_7286-92935-0039,7939.0,M,7286.0,F
5810-8674-0018_1061-152224-0008,5810.0,M,1061.0,F
7416-103126-0068_2674-155968-0083,7416.0,F,2674.0,M
1943-138033-0029_5606-54667-0013,1943.0,M,5606.0,F
1536-141791-0000_7437-99249-0033,1536.0,M,7437.0,M
1349-135892-0054_3876-174960-0029,1349.0,M,3876.0,F
3330-170956-0009_1336-138115-0039,3330.0,F,1336.0,M
5717-61421-0019_1422-146111-0022,5717.0,M,1422.0,F
4629-19366-0051_3549-8890-0026,4629.0,M,3549.0,F
922-132291-0036_7229-80665-0027,922.0,M,7229.0,F
6828-68770-0028_6446-57416-0003,6828.0,F,6446.0,M
6865-95969-0041_454-134728-0066,6865.0,F,454.0,M
2334-150915-0058_8824-279153-0120,2334.0,M,8824.0,M
7335-290365-0025_2272-152264-0015,7335.0,F,2272.0,M
3654-171137-0007_100-122655-0013,3654.0,M,100.0,F
4856-12103-0011_101-126859-0021,4856.0,M,101.0,M
4860-13185-0061_850-131003-0026,4860.0,M,850.0,M
4592-22178-0032_4289-12723-0022,4592.0,F,4289.0,F
5731-50777-0003_2498-134785-0041,5731.0,F,2498.0,F
3258-169291-0085_2060-147963-0000,3258.0,F,2060.0,F
4945-29092-0013_7241-90852-0050,4945.0,M,7241.0,M
2751-142362-0028_7498-99122-0023,2751.0,F,7498.0,F
362-123049-0027_7276-284424-0015,362.0,F,7276.0,F
6458-232057-0067_6981-70843-0134,6458.0,M,6981.0,M
5588-68188-0000_716-129582-0009,5588.0,F,716.0,M
4770-25951-0076_7688-109656-0031,4770.0,F,7688.0,M
4290-7622-0025_3289-171107-0000,4290.0,M,3289.0,M
1460-138290-0000_79-121541-0032,1460.0,F,79.0,F
3816-11258-0028_8879-300343-0054,3816.0,F,8879.0,M
3972-5791-0001_5583-38026-0027,3972.0,F,5583.0,F
5918-46890-0116_2652-157644-0076,5918.0,M,2652.0,F
9023-296468-0039_1413-121799-0089,9023.0,F,1413.0,M
6157-40556-0009_6339-65554-0032,6157.0,M,6339.0,F
7095-88489-0030_5802-66347-0034,7095.0,M,5802.0,M
3540-163612-0074_663-128991-0056,3540.0,M,663.0,M
497-129325-0014_1903-132499-0021,497.0,M,1903.0,M
7555-105394-0000_1060-134451-0033,7555.0,F,1060.0,F
1335-160602-0026_3072-155948-0018,1335.0,F,3072.0,M
119-129514-0029_6499-91098-0016,119.0,M,6499.0,M
4111-184447-0018_3781-156981-0015,4111.0,F,3781.0,F
1323-138548-0021_5261-19373-0025,1323.0,M,5261.0,M
7956-245687-0026_957-130588-0027,7956.0,M,957.0,M
8677-291953-0028_6317-54487-0018,8677.0,F,6317.0,F
3187-168500-0061_3972-5791-0009,3187.0,M,3972.0,F
1337-10673-0008_2769-176263-0024,1337.0,M,2769.0,M
7832-258250-0007_6300-39660-0017,7832.0,M,6300.0,F
227-126539-0007_8119-115686-0014,227.0,F,8119.0,M
353-128309-0002_4071-39616-0023,353.0,M,4071.0,F
8718-295445-0019_6341-64956-0045,8718.0,F,6341.0,F
7910-80534-0039_2074-149033-0036,7910.0,F,2074.0,M
6341-64956-0014_1754-137004-0011,6341.0,F,1754.0,F
3025-12971-0016_5883-59268-0095,3025.0,F,5883.0,M
1100-135264-0046_3851-9210-0076,1100.0,F,3851.0,F
1401-146770-0030_4806-26895-0034,1401.0,F,4806.0,M
188-136483-0018_7069-246904-0012,188.0,F,7069.0,M
8190-284435-0006_1734-142311-0064,8190.0,F,1734.0,F
850-131003-0043_90-130566-0008,850.0,M,90.0,M
7478-98645-0034_8498-287358-0005,7478.0,M,8498.0,M
8152-282985-0004_30-4445-0025,8152.0,M,30.0,F
3347-134425-0026_8758-291168-0018,3347.0,F,8758.0,M
716-129581-0016_3072-155949-0012,716.0,M,3072.0,M
1383-130532-0029_510-130103-0004,1383.0,M,510.0,M
8619-291381-0003_3008-164327-0049,8619.0,M,3008.0,F
4433-16802-0019_4133-6541-0011,4433.0,M,4133.0,M
8401-280380-0103_8118-114476-0019,8401.0,M,8118.0,F
559-126296-0056_6300-39661-0054,559.0,M,6300.0,F
6696-73296-0010_2498-134785-0020,6696.0,F,2498.0,F
5918-46890-0051_8057-296395-0010,5918.0,M,8057.0,F
1212-185485-0015_6574-70756-0020,1212.0,F,6574.0,M
1473-135657-0080_7495-252341-0028,1473.0,M,7495.0,F
979-128678-0020_1226-141268-0040,979.0,F,1226.0,M
8011-291458-0012_6510-62516-0029,8011.0,M,6510.0,M
1571-138486-0035_1913-143521-0046,1571.0,M,1913.0,M
3001-160984-0010_3389-13250-0033,3001.0,F,3389.0,M
112-123216-0004_7783-107486-0034,112.0,F,7783.0,F
6446-40571-0016_699-132864-0033,6446.0,M,699.0,F
8527-281131-0059_1160-139730-0002,8527.0,M,1160.0,M
8887-281471-0001_5304-55856-0037,8887.0,M,5304.0,M
6538-81859-0023_1460-138290-0001,6538.0,M,1460.0,F
3866-9920-0026_1058-131113-0055,3866.0,M,1058.0,M
834-130870-0056_8401-280380-0028,834.0,F,8401.0,M
7339-86804-0017_1933-146437-0066,7339.0,M,1933.0,F
5606-54666-0059_8887-281472-0024,5606.0,F,8887.0,M
699-132882-0020_2334-150916-0002,699.0,F,2334.0,M
1827-143625-0054_1826-142752-0043,1827.0,M,1826.0,M
4598-6176-0002_7342-254918-0048,4598.0,F,7342.0,F
639-124526-0024_4490-16002-0003,639.0,M,4490.0,F
1093-132891-0044_7688-105390-0021,1093.0,F,7688.0,M
2473-157859-0019_868-131295-0052,2473.0,M,868.0,M
4098-11547-0026_3221-9174-0046,4098.0,F,3221.0,M
4238-12538-0020_1607-149245-0006,4238.0,F,1607.0,M
1874-165702-0021_1825-135580-0084,1874.0,M,1825.0,F
8195-117382-0012_3230-137483-0017,8195.0,M,3230.0,M
479-126480-0007_2652-157644-0074,479.0,F,2652.0,F
594-127731-0024_3781-156973-0030,594.0,M,3781.0,F
101-126860-0044_7276-92427-0013,101.0,M,7276.0,F
636-123163-0021_6696-68773-0016,636.0,F,6696.0,F
2577-157236-0027_2960-155152-0020,2577.0,F,2960.0,M
1335-160602-0030_3549-9203-0009,1335.0,F,3549.0,F
6458-232057-0071_1779-142733-0049,6458.0,M,1779.0,F
5984-56837-0006_7717-104491-0014,5984.0,F,7717.0,F
7051-259009-0052_203-132073-0017,7051.0,M,203.0,F
2269-88761-0005_2823-160964-0006,2269.0,F,2823.0,M
7939-120325-0005_1066-5330-0000,7939.0,M,1066.0,F
